"dx2" "cod_label" "sex2" "cases" "specific" "irr" "left" "right" "diagnosed" "diag_left" "diag_right" "undiagnosed" "undiag_left" "undiag_right"
"Organic Disorders" "All Causes" "Females" 52145 65 5.45132096511134 5.31039738617665 5.59598427455122 5792.17456904809 5647.74693692271 5940.29559274259 1062.52679050055 1055.16305096104 1069.94191987971
"Organic Disorders" "All Causes" "Females" 52145 66 5.32218010625036 5.18789810683847 5.45993782068108 6161.69719315106 6011.94357893375 6315.18107274374 1157.73932301065 1149.77412805131 1165.75969779113
"Organic Disorders" "All Causes" "Females" 52145 67 5.18382238864674 5.05606208353294 5.31481103536179 6524.42251997586 6369.66458216012 6682.94047042775 1258.61228082683 1250.06167044472 1267.2213786737
"Organic Disorders" "All Causes" "Females" 52145 68 5.03749968192188 4.9165813293867 5.16139189922207 6881.52932145422 6722.66183144929 7044.15110998157 1366.06049746267 1356.9496809244 1375.23248574456
"Organic Disorders" "All Causes" "Females" 52145 69 4.88445333067697 4.77087754493268 5.00073290812121 7235.14359579445 7073.44928210318 7400.5341332144 1481.25964278416 1471.61458449201 1490.96791541954
"Organic Disorders" "All Causes" "Females" 52145 70 4.72590026660459 4.62016019684048 4.83406037417634 7588.34018844983 7425.29922707235 7754.9611207179 1605.69198678876 1595.53048990623 1615.91819946302
"Organic Disorders" "All Causes" "Females" 52145 71 4.56302067166895 4.46547625771492 4.66269585782833 7945.14851835732 7782.25818854131 8111.44830323185 1741.20370913232 1730.52594371436 1751.94735895654
"Organic Disorders" "All Causes" "Females" 52145 72 4.39694727159345 4.30774801431266 4.48799355137255 8310.57323855621 8149.18133360579 8475.16145807091 1890.07798484344 1878.85653939959 1901.36645021947
"Organic Disorders" "All Causes" "Females" 52145 73 4.22875629508271 4.14780099245025 4.31129165448169 8690.64118694915 8531.79125430102 8852.44868153827 2055.12935258405 2043.29918426832 2067.02801448283
"Organic Disorders" "All Causes" "Females" 52145 74 4.05946009450868 3.98638592473637 4.13387378192648 9092.48677589166 8936.7725113146 9250.91420477519 2239.82661837008 2227.27568509073 2252.44827748155
"Organic Disorders" "All Causes" "Females" 52145 75 3.8900013888358 3.8241990543795 3.95693597272743 9524.4893475171 9371.91953549879 9679.54291405881 2448.45397095541 2435.01567915015 2461.96642560414
"Organic Disorders" "All Causes" "Females" 52145 76 3.72124905974254 3.66190447317783 3.78155538083101 9996.478350065 9846.36368810197 10148.8816144451 2686.32337948286 2671.77198247033 2700.95402845117
"Organic Disorders" "All Causes" "Females" 52145 77 3.55399540739587 3.50015981341471 3.60865904104773 10520.0259097771 10370.9141677734 10671.2815622639 2960.05613509937 2944.10563043781 2976.09305602138
"Organic Disorders" "All Causes" "Females" 52145 78 3.38895475313865 3.33964136550744 3.43899630584314 11108.852051128 10958.550697589 11261.2148539862 3277.95820845339 3260.26421592703 3295.74822920041
"Organic Disorders" "All Causes" "Females" 52145 79 3.2267632622771 3.18105807363385 3.2731251394248 11779.3762297419 11625.0952149434 11935.7047659661 3650.52384457523 3630.6869132572 3670.46915864658
"Organic Disorders" "All Causes" "Females" 52145 80 3.06797985089851 3.0251422842702 3.11142401944574 12551.4610876869 12390.0703469466 12714.9540740536 4091.11588005084 4068.68417460334 4113.67125727715
"Organic Disorders" "All Causes" "Females" 52145 81 2.91308803579473 2.87261457548017 2.95413174350824 13449.4120255401 13277.7554134601 13623.2878374438 4616.89171775097 4591.36101258619 4642.56438886101
"Organic Disorders" "All Causes" "Females" 52145 82 2.76249858562677 2.72413488690214 2.80140255619584 14503.3216928235 14318.503497369 14690.5254563911 5250.07388900898 5220.88251034809 5279.42848463299
"Organic Disorders" "All Causes" "Females" 52145 83 2.61655283391141 2.58025806976337 2.65335813222655 15750.8854075262 15550.4629577883 15953.8910059759 6019.70852771992 5986.22307619661 6053.38128857826
"Organic Disorders" "All Causes" "Females" 52145 84 2.47552651968722 2.441404101903 2.51012585130743 17239.8672551002 17021.9050375124 17460.6204369304 6964.12141740196 6925.60385119789 7002.85320361314
"Organic Disorders" "All Causes" "Females" 52145 85 2.33963402927813 2.30784096960743 2.37186507347919 19031.4754965009 18794.3841974886 19271.5577040462 8134.38138543952 8089.91582237624 8179.09134984665
"Organic Disorders" "All Causes" "Females" 52145 86 2.2090329218804 2.17967092799902 2.23879044642359 21205.0227705576 20946.9672910688 21466.2573560988 9599.23347475836 9547.56527063863 9651.18128977797
"Organic Disorders" "All Causes" "Females" 52145 87 2.0838286322605 2.05681093009274 2.11120123152636 23864.4214366578 23581.7688624915 24150.4619024682 11452.1996037506 11391.3898109292 11513.33401288
"Organic Disorders" "All Causes" "Females" 52145 88 1.9640792552067 1.93896947781717 1.98951420580177 27147.3288433617 26831.0873393171 27467.2976912748 13821.9110921289 13748.6300891084 13895.5826871843
"Organic Disorders" "All Causes" "Females" 52145 89 1.84980032812472 1.82565930420284 1.87426057318202 31238.1616459232 30867.0184305433 31613.7674655105 16887.3154420896 16795.5147288307 16979.6179185331
"Organic Disorders" "All Causes" "Females" 52145 90 1.74096953995606 1.71633549308251 1.76595715189181 36386.8236379457 35916.5880994362 36863.2157039368 20900.3218050927 20779.0082974012 21022.3435740706
"Organic Disorders" "All Causes" "Females" 52145 91 1.63753130613403 1.61066422680101 1.66484654836772 42935.9701943518 42287.9045643628 43593.9674836438 26219.9385340103 26049.8273625563 26391.1605692812
"Organic Disorders" "All Causes" "Females" 52145 92 1.53940116033853 1.50866756013841 1.57076084557304 51361.1827542111 50409.921449017 52330.3948525179 33364.3913474223 33113.001390496 33617.6898269164
"Organic Disorders" "All Causes" "Females" 52145 93 1.44646992418264 1.41058067960285 1.48327229475027 62330.9140028924 60885.7931957056 63810.3346695005 43091.7456082705 42705.6967254142 43481.284277066
"Organic Disorders" "All Causes" "Females" 52145 94 1.35860762552552 1.31664516195573 1.40190746411458 76797.1072375597 74568.3277940124 79092.5028699762 56526.3331330517 55918.4018850364 57140.8736615516
"Organic Disorders" "All Causes" "Females" 52145 95 1.27566714476809 1.22701903892188 1.32624402117724 96134.0542442278 92674.9881851906 99722.2289034935 75359.8261415631 74386.7062142037 76345.6763327185
"Organic Disorders" "All Causes" "Females" 52145 96 1.19748757619746 1.14177317183382 1.25592064213957 122354.184982833 116966.140913509 127990.429246386 102175.744796752 100599.599629925 103776.584232703
"Organic Disorders" "All Causes" "Females" 52145 97 1.12389729818707 1.06091182460815 1.19062216818891 158448.348136993 150023.058166335 167346.802112954 140981.162951972 138402.587417045 143607.779870471
"Organic Disorders" "All Causes" "Females" 52145 98 1.05471675184192 0.984392189184458 1.13006527158407 208930.60593041 195686.450977099 223071.131784983 198091.67301604 193831.372157525 202445.612810311
"Organic Disorders" "All Causes" "Females" 52145 99 0.989760932534616 0.912138320582148 1.0739891982025 280724.305063792 259758.122578534 303382.75727922 283628.395338764 276515.393586036 290924.369884718
"Organic Disorders" "All Causes" "Females" 52145 100 0.928841602760453 0.844050502770758 1.02215059429083 384626.95270316 351140.88228792 421306.376465774 414093.158144592 402079.947025283 426465.295995921
"Organic Disorders" "All Causes" "Persons (M)" 37999 35 19.727532435863 13.2943494143287 29.2737556294835 1469.9946405708 992.486534657888 2177.24288224396 74.5148763713832 71.7055010984741 77.4343211550429
"Organic Disorders" "All Causes" "Persons (M)" 37999 36 20.3418097431797 15.2068732741452 27.2106708702076 1794.0241736128 1342.97781693533 2396.55688643597 88.1939314280683 85.751249055709 90.7061952611987
"Organic Disorders" "All Causes" "Persons (M)" 37999 37 20.4441914079412 16.5776153987142 25.212610636205 2095.26202262872 1700.75447612951 2581.27966445869 102.486910869699 100.372730118289 104.645623240846
"Organic Disorders" "All Causes" "Persons (M)" 37999 38 20.0857162 17.2809457458844 23.3457127404631 2353.4221987729 2026.66052228076 2732.86817638508 117.168946097768 115.235420417211 119.13491424735
"Organic Disorders" "All Causes" "Persons (M)" 37999 39 19.3470718307898 17.2815274654382 21.6594967762156 2554.85787661447 2284.35342518111 2857.39443719463 132.053982068157 130.099165209298 134.038171205813
"Organic Disorders" "All Causes" "Persons (M)" 37999 40 18.3242922409004 16.6693049595405 20.1435924860048 2693.97142236994 2453.41458889123 2958.1148075857 147.016396974772 144.894667916125 149.169195045571
"Organic Disorders" "All Causes" "Persons (M)" 37999 41 17.115781080173 15.6636648843955 18.7025172044029 2772.88911831251 2540.65301696073 3026.35346547789 162.007746261994 159.680602605327 164.368805106295
"Organic Disorders" "All Causes" "Persons (M)" 37999 42 15.8123817159354 14.4997414910804 17.2438533255408 2799.87888452896 2570.44308702597 3049.79394704332 177.068763885664 174.579190203177 179.59383995027
"Organic Disorders" "All Causes" "Persons (M)" 37999 43 14.4911354148764 13.3276172249089 15.7562302449544 2787.19370369604 2566.19538483613 3027.22418870648 192.337841300879 189.768029920163 194.942452697885
"Organic Disorders" "All Causes" "Persons (M)" 37999 44 13.2125183344853 12.2195253012976 14.2862047775762 2748.97105239153 2544.88895776883 2969.41908754711 208.058069082605 205.494476157248 210.653643445176
"Organic Disorders" "All Causes" "Persons (M)" 37999 45 12.0204398405952 11.2052449419947 12.8949411377746 2699.61747436574 2518.78752675644 2893.42964838558 224.585581739584 222.090794727697 227.108393155826
"Organic Disorders" "All Causes" "Persons (M)" 37999 46 10.9441034253629 10.2940923761101 11.6351588278926 2652.87805147078 2497.36379497521 2818.07639324941 242.402501910093 239.991835235426 244.837383216106
