"dx2" "cod_label" "sex2" "cases" "specific" "irr" "left" "right" "diagnosed" "diag_left" "diag_right" "undiagnosed" "undiag_left" "undiag_right"
"Mood Disorders" "All Causes" "Persons" 71148 22 3.70526072449443 3.31658264402102 4.13948889868036 144.726133572096 129.854018858748 161.301544016998 39.0596355650098 38.1763323735674 39.963376144737
"Mood Disorders" "All Causes" "Persons" 71148 23 3.85576318551996 3.48749385528006 4.2629206988573 158.626383985776 143.841449737787 174.931007315847 41.1400743130398 40.2262366522686 42.0746720383794
"Mood Disorders" "All Causes" "Persons" 71148 24 4.00638743967445 3.644123607255 4.40466406924983 172.322909008519 157.142868668072 188.969345035202 43.0120430445738 42.0813214283878 43.9633496304668
"Mood Disorders" "All Causes" "Persons" 71148 25 4.15529882647744 3.79206545279302 4.55332550354774 185.755955254531 169.936286332477 203.048305086617 44.7033927068975 43.7706737714411 45.6559871557421
"Mood Disorders" "All Causes" "Persons" 71148 26 4.3004510448235 3.93568595862439 4.69902308856663 198.91503773942 182.463980101225 216.849332218469 46.254459280232 45.3339157092195 47.1936952684531
"Mood Disorders" "All Causes" "Persons" 71148 27 4.43960053144827 4.07702143589475 4.83442463787541 211.841301382164 194.956724480107 230.188197360014 47.7162978699478 46.8198253018367 48.6299354543783
"Mood Disorders" "All Causes" "Persons" 71148 28 4.57033074027205 4.21587131700726 4.95459218387706 224.628475782776 207.616100900195 243.034870194144 49.1492823054213 48.2852975700369 50.0287266042866
"Mood Disorders" "All Causes" "Persons" 71148 29 4.69008724796825 4.3502350090707 5.05648967186566 237.423195888744 220.621923239208 255.503954994111 50.6223409791785 49.794890722155 51.463541119331
"Mood Disorders" "All Causes" "Persons" 71148 30 4.79622423993976 4.47670952359891 5.13854357503469 250.425558801986 234.143940189412 267.839348951568 52.2130630833743 51.4212224810283 53.0170973191904
"Mood Disorders" "All Causes" "Persons" 71148 31 4.88606243220169 4.5908093978124 5.20030435215823 263.890849769452 248.352231961987 280.401670006745 54.0088984598875 53.2465269393067 54.7821854404768
"Mood Disorders" "All Causes" "Persons" 71148 32 4.95695786394807 4.68730598990889 5.24212230177749 278.13343119088 263.428688999766 293.659000618876 56.1097025281864 55.3657398959584 56.8636619634769
"Mood Disorders" "All Causes" "Persons" 71148 33 5.00638027058576 4.76074567032938 5.26468859067958 293.53388579379 279.587733290347 308.175688164844 58.6319596053069 57.8914854965948 59.3819049151978
"Mood Disorders" "All Causes" "Persons" 71148 34 5.03199894947742 4.80629977204717 5.26829674145705 310.550683279124 297.119375025889 324.589155038198 61.7151725183439 60.9612622492902 62.4784064246192
"Mood Disorders" "All Causes" "Persons" 71148 35 5.03233180877953 4.82151539079737 5.25236598476692 329.65971797571 316.395638267107 343.479860376832 65.5083429515871 64.7245525608818 66.3016247540096
"Mood Disorders" "All Causes" "Persons" 71148 36 5.0084896003998 4.80844952774068 5.21685169670472 351.104312997444 337.67762732051 365.064868477059 70.1018352857152 69.2743406938415 70.939214450906
"Mood Disorders" "All Causes" "Persons" 71148 37 4.96247161988354 4.77055269453135 5.16211142712653 375.074915814929 361.214915071295 389.466731864627 75.5822792642452 74.6998089581224 76.4751746819184
"Mood Disorders" "All Causes" "Persons" 71148 38 4.89652548790474 4.7114511668733 5.08886986291574 401.777985842002 387.284121371476 416.814274067331 82.0536902819068 81.1070624583524 83.0113665173894
"Mood Disorders" "All Causes" "Persons" 71148 39 4.81306468194579 4.63464381689728 4.99835425284147 431.434828155012 416.17706435207 447.251967704978 89.6382776182834 88.620033508707 90.668221351812
"Mood Disorders" "All Causes" "Persons" 71148 40 4.71459122505415 4.54335076295158 4.89228579941682 464.279917481664 448.192623657625 480.944643884734 98.4772370114307 97.3813950309587 99.5854106045868
"Mood Disorders" "All Causes" "Persons" 71148 41 4.60362592691826 4.44047004104787 4.77277663830217 500.558586752371 483.632056668597 518.077524673315 108.731377114181 107.553290336007 109.922368085733
"Mood Disorders" "All Causes" "Persons" 71148 42 4.48264783128617 4.32858691313077 4.64219200921646 540.523946797887 522.795740647748 558.853323288306 120.581399017196 119.317674866208 121.858507595358
"Mood Disorders" "All Causes" "Persons" 71148 43 4.35404382330967 4.20999982397772 4.50301624891503 584.432898849598 565.979485792647 603.487974090424 134.227610599782 132.876037335921 135.59293164183
"Mood Disorders" "All Causes" "Persons" 71148 44 4.22006872715474 4.0867468619082 4.35773994907872 632.541100922538 613.469267074948 652.205849306897 149.888815045202 148.448227556321 151.343382440393
"Mood Disorders" "All Causes" "Persons" 71148 45 4.08281570164538 3.96062808473103 4.20877287566225 685.096754749285 665.533770172941 705.234782069794 167.800068583353 166.270073974313 169.344141994716
"Mood Disorders" "All Causes" "Persons" 71148 46 3.94419633138422 3.83322403693705 4.05838128703151 742.333093712411 722.414477271153 762.800911884001 188.208961051359 186.589435295673 189.84254367832
"Mood Disorders" "All Causes" "Persons" 71148 47 3.80592951420907 3.70591250798915 3.90864582903696 804.459476368998 784.313285111815 825.123150920007 211.370040712953 209.660310119488 213.093713757903
"Mood Disorders" "All Causes" "Persons" 71148 48 3.66953805665501 3.57988622468259 3.76143505801874 871.65102688654 851.378047658517 892.406745466266 237.536990604504 235.734642902308 239.353118450338
"Mood Disorders" "All Causes" "Persons" 71148 49 3.53635179546832 3.4561747008323 3.61838885583545 944.036815107081 923.687179436891 964.834771032362 266.952178320274 265.051532529837 268.86645336381
"Mood Disorders" "All Causes" "Persons" 71148 50 3.40751605003581 3.33567382109179 3.48090558430298 1021.68663677756 1001.23567497845 1042.55532424203 299.833257356725 297.823682819129 301.856391560845
"Mood Disorders" "All Causes" "Persons" 71148 51 3.28400426139492 3.21918559906798 3.35012805474228 1104.5965398665 1083.92628195328 1125.66097547364 336.356609780193 334.221116880022 338.505747329657
"Mood Disorders" "All Causes" "Persons" 71148 52 3.1666337719918 3.10746557235881 3.22692857327695 1192.67334602566 1171.56971549682 1214.1571188675 376.637600651711 374.35234925159 378.936802475736
"Mood Disorders" "All Causes" "Persons" 71148 53 3.0560838316253 3.00126597469704 3.11190293185007 1285.71853603563 1263.89440857678 1307.91950869302 420.707875461601 418.243295036423 423.186978909012
"Mood Disorders" "All Causes" "Persons" 71148 54 2.95291506620529 2.90135590651582 3.00539046886305 1383.41200169129 1360.55916087495 1406.64869375672 468.490278478974 465.814210043141 471.18172073149
"Mood Disorders" "All Causes" "Persons" 71148 55 2.85747339831379 2.80838816960402 2.90741654250105 1485.3727990322 1461.22981892432 1509.91467839669 519.820341952695 516.902634181806 522.754519012138
"Mood Disorders" "All Causes" "Persons" 71148 56 2.7692902593724 2.72220277476988 2.81719224288981 1591.63555964713 1566.02101029313 1617.66907217871 574.744938440598 571.559500259821 577.948129832368
"Mood Disorders" "All Causes" "Persons" 71148 57 2.68764054183282 2.64230311764202 2.73375587905659 1702.48307968059 1675.29433095803 1730.11308104959 633.448950178285 629.974104373272 636.942962728859
"Mood Disorders" "All Causes" "Persons" 71148 58 2.61186996441241 2.56818592754835 2.65629705303774 1818.27649638228 1789.48170000936 1847.5346337875 696.158890433633 692.3775461778 699.960886087622
"Mood Disorders" "All Causes" "Persons" 71148 59 2.54138709089039 2.49935037189138 2.5841308279066 1939.46497408869 1909.09086575187 1970.32234200933 763.152130992057 759.051451007788 767.274964384124
"Mood Disorders" "All Causes" "Persons" 71148 60 2.47565559796574 2.43530648119178 2.5166732347954 2066.5970141921 2034.71493440352 2098.97865634909 834.767572634189 830.33823708544 839.220535919839
"Mood Disorders" "All Causes" "Persons" 71148 61 2.41418759245185 2.37558152562368 2.45342105445878 2200.33314459041 2167.04434917916 2234.13330189435 911.417634433188 906.652771986202 916.207538345706
"Mood Disorders" "All Causes" "Persons" 71148 62 2.35653783334479 2.31972394412698 2.39393595692496 2341.46039363992 2306.88089745991 2376.55822674724 993.601868176469 988.495693462178 998.73441935389
"Mood Disorders" "All Causes" "Persons" 71148 63 2.30229873692126 2.26730527058517 2.33783229051516 2490.90904001037 2455.15382589829 2527.18496908651 1081.92260199097 1076.46877800402 1087.40405724479
"Mood Disorders" "All Causes" "Persons" 71148 64 2.25109606189221 2.21792073255121 2.28476762288872 2649.77223275759 2612.93852429891 2687.12517351593 1177.1031354967 1171.29287096176 1182.9422221775
"Mood Disorders" "All Causes" "Persons" 71148 65 2.20258518739482 2.17118917929682 2.23443519062779 2819.32920069752 2781.47857266845 2857.6949037145 1280.00915325876 1273.82904894274 1286.21924094608
"Mood Disorders" "All Causes" "Persons" 71148 66 2.15644790976232 2.12675290711753 2.18655753188601 3001.07292361882 2962.21230980405 3040.44334130587 1391.67420183573 1385.10387641182 1398.27569400237
"Mood Disorders" "All Causes" "Persons" 71148 67 2.11238969499315 2.08427784408305 2.14088070656259 3196.74332875232 3156.80551977945 3237.18640438656 1513.33029901128 1506.33985374799 1520.3531847128
"Mood Disorders" "All Causes" "Persons" 71148 68 2.07013733299268 2.0434544130428 2.09716867188087 3408.36731545726 3367.19232274504 3450.04580778054 1646.44502620026 1638.99244481951 1653.93149484474
"Mood Disorders" "All Causes" "Persons" 71148 69 2.02943694726817 2.00399915609546 2.05519763339708 3638.30721375697 3595.62677650302 3681.494271925 1792.76681576853 1784.79543238388 1800.77380152638
"Mood Disorders" "All Causes" "Persons" 71148 70 1.99005232005509 1.96565684227118 2.01475056652349 3889.31966690647 3844.74783285434 3934.40821843323 1954.3806098519 1945.81679931378 1962.98211091205
"Mood Disorders" "All Causes" "Persons" 71148 71 1.95176349803575 1.92820235969488 1.97561253522559 4164.6274190145 4117.65998822239 4212.13057630212 2133.77667079324 2124.52790525578 2143.06569923512
"Mood Disorders" "All Causes" "Persons" 71148 72 1.91436564804144 1.8914414283181 1.93756770869712 4468.00711785287 4418.03139996609 4518.5481491456 2333.93611216543 2323.88947454189 2344.0261834069
"Mood Disorders" "All Causes" "Persons" 71148 73 1.87766813554418 1.85520932120981 1.90039883205137 4803.89705247898 4750.21108776191 4858.18976556036 2558.43775667352 2547.45891008564 2569.46391906772
"Mood Disorders" "All Causes" "Persons" 71148 74 1.8414938014599 1.81936740484548 1.86388929019163 5177.52979093775 5119.36792336158 5236.35244376916 2811.59229905259 2799.52480236687 2823.71181330792
"Mood Disorders" "All Causes" "Persons" 71148 75 1.8056784149014 1.78379808737756 1.8278271297141 5595.09603931567 5531.65663042292 5659.2629985373 3098.61157620428 3085.27633656106 3112.00445367209
"Mood Disorders" "All Causes" "Persons" 71148 76 1.77007028112511 1.74839922368713 1.7920099469702 6063.94780907416 5994.41926115086 6134.28281026102 3425.82318551768 3411.01776435964 3440.69286916592
"Mood Disorders" "All Causes" "Persons" 71148 77 1.73452998508886 1.71307893948092 1.75624963907616 6592.85128837137 6516.43365226602 6670.16506727808 3800.94397044029 3784.4413968958 3817.51850571043
"Mood Disorders" "All Causes" "Persons" 71148 78 1.69893025185041 1.67775136814781 1.72037648453177 7192.30284533763 7108.22287025681 7277.37736467214 4233.43032328963 4214.97697109665 4251.96446505976
"Mood Disorders" "All Causes" "Persons" 71148 79 1.66315590555495 1.64233326961767 1.68424254525772 7874.92559188222 7782.44198689792 7968.50823714273 4734.92927847586 4714.24114869113 4755.70819672485
"Mood Disorders" "All Causes" "Persons" 71148 80 1.62710390904796 1.60674113163898 1.64772475086797 8655.96923978305 8554.36112295933 8758.78425087462 5319.86260474767 5296.61890167618 5343.20831057649
"Mood Disorders" "All Causes" "Persons" 71148 81 1.59068346626933 1.57088817335887 1.61072820635754 9553.94304499249 9442.46660869164 9666.73555646366 6006.18743300296 5980.01942845344 6032.46994628783
"Mood Disorders" "All Causes" "Persons" 71148 82 1.55381616959427 1.5346806389469 1.57319029615787 10591.4210934176 10469.2049628493 10715.0639591223 6816.39263426063 6786.86416393536 6846.04957784522
"Mood Disorders" "All Causes" "Persons" 71148 83 1.51643617424711 1.4980129235216 1.53508600256882 11796.0719082318 11661.8970635835 11931.7904887609 7778.81199918507 7745.38501176667 7812.38324844276
"Mood Disorders" "All Causes" "Persons" 71148 84 1.47849038188131 1.46076169261633 1.49643423726451 13201.9815764554 13053.8549538521 13351.7890432539 8929.36588444795 8891.33953300689 8967.55486643512
"Mood Disorders" "All Causes" "Persons" 71148 85 1.43993861545231 1.42278088898801 1.45730325190514 14851.3630130099 14685.7531480082 15018.8404449733 10313.8861987841 10270.2902227353 10357.6672337832
"Mood Disorders" "All Causes" "Persons" 71148 86 1.40075376766122 1.38390299896836 1.41780971576749 16796.7760167151 16607.3709726456 16988.341202253 11991.2410050197 11940.653390667 12042.0429381909
"Mood Disorders" "All Causes" "Persons" 71148 87 1.36092190557212 1.34395547357324 1.37810252607682 19104.0268458193 18879.9671319689 19330.7456085453 14037.5628958577 13977.8098376006 14097.5713895523
"Mood Disorders" "All Causes" "Persons" 71148 88 1.32044231454982 1.30279709752239 1.33832652019991 21855.9770297583 21579.7124648673 22135.7783475109 16552.0119954726 16479.6999337985 16624.6413586925
"Mood Disorders" "All Causes" "Persons" 71148 89 1.27932746547318 1.26036054865784 1.29857981167129 25157.5760399565 24802.5644117555 25517.6691288512 19664.6884546105 19574.5176425017 19755.2746422349
"Mood Disorders" "All Causes" "Persons" 71148 90 1.23760289028714 1.21667193459445 1.25889393064502 29142.5513738892 28670.6862425648 29622.1825105431 23547.5786317272 23431.3858975374 23664.3475482877
"Mood Disorders" "All Causes" "Persons" 71148 91 1.19530695239277 1.17183508159007 1.21924896505044 33982.3572509899 33340.5153481156 34636.5553224472 28429.8164441894 28275.2607906446 28585.2169157614
"Mood Disorders" "All Causes" "Persons" 71148 92 1.15249050015712 1.12599930679369 1.17960494730196 39898.2209569455 39013.1082685922 40803.4147028164 34619.132176366 34407.8429170989 34831.7189058403
"Mood Disorders" "All Causes" "Persons" 71148 93 1.10921639395934 1.07933343882369 1.13992670325221 47177.4655291871 45947.9330472987 48439.8993849514 42532.2468961962 42237.1068231314 42829.4493184436
"Mood Disorders" "All Causes" "Persons" 71148 94 1.06555889967036 1.03201271138942 1.10019552679548 56195.7758272371 54481.6182170285 57963.8660556167 52738.3102375866 52319.3594464008 53160.6158054229
"Mood Disorders" "All Causes" "Persons" 71148 95 1.02160294426908 0.984214490647712 1.06041171478019 67447.7820442175 65053.5891306221 69930.0893844589 66021.5227673153 65419.710199672 66628.8715619682
"Mood Disorders" "All Causes" "Persons" 71148 96 0.977443232392614 0.936117765411664 1.02059303631523 81589.3655661586 78241.2578083711 85080.7458871916 83472.2292428602 82599.827870981 84353.8447278106
"Mood Disorders" "All Causes" "Persons" 71148 97 0.933183225951386 0.887903488315865 0.980772059865187 99496.6060268294 94808.5791135935 104416.443146955 106620.654186526 105346.477600096 107910.242071088
"Mood Disorders" "All Causes" "Persons" 71148 98 0.888933992444499 0.839754608000289 0.940993518100522 122348.528365697 115773.476790723 129296.992784546 137635.110599437 135761.554755296 139534.522154403
"Mood Disorders" "All Causes" "Persons" 71148 99 0.844812931208044 0.791855495334444 0.901312036023553 151744.148060857 142502.124598052 161585.566079553 179618.637991099 176845.742459065 182435.011808358
"Mood Disorders" "All Causes" "Persons" 71148 100 0.800942390425668 0.744390794750115 0.861790228069829 189869.329838062 176841.739065998 203856.638164483 237057.411503909 232926.110388777 241261.987568233
"Mood Disorders" "Natural Causes" "Males" 23810 10 3.36183816509868 0.24365104344363 46.3858298679063 19.7097489724012 1.43502825942767 270.708400341888 5.86278934453778 5.02130165889763 6.84529654527303
"Mood Disorders" "Natural Causes" "Males" 23810 11 3.06913461336004 0.316639056669172 29.748658848382 20.1906052968662 2.09097071181785 194.962339716097 6.57859880403284 5.76900608190108 7.50180561608297
"Mood Disorders" "Natural Causes" "Males" 23810 12 2.84499818074199 0.404129387859553 20.0282753285889 20.8796192124066 2.97527810297692 146.526974409183 7.33906241267302 6.56946835616096 8.19881216820192
"Mood Disorders" "Natural Causes" "Males" 23810 13 2.67527680977361 0.506783040717438 14.1226233592591 21.7867485718988 4.13792090466964 114.710364038007 8.14373618920664 7.41848531748343 8.93988951667721
"Mood Disorders" "Natural Causes" "Males" 23810 14 2.54958729999806 0.624648887828567 10.4064787866803 22.9271728033303 5.62957686677705 93.3738476609001 8.99250353315913 8.3111814999335 9.72967799999632
"Mood Disorders" "Natural Causes" "Males" 23810 15 2.46024996249797 0.757011710254618 7.99568856858955 24.3213930039276 7.4980208946057 78.8915056341148 9.88574062581562 9.24243580810259 10.573821636416
"Mood Disorders" "Natural Causes" "Males" 23810 16 2.40154384098405 0.902252026342568 6.39224147109719 25.9954816200638 9.7836120396077 69.0711223956269 10.8244876385066 10.2077603699729 11.4784760211308
"Mood Disorders" "Natural Causes" "Males" 23810 17 2.36917694353741 1.05772795030399 5.30665696049357 27.9814615449484 12.5139515080001 62.5671427359201 11.8106254669056 11.2047399530735 12.4492736559456
"Mood Disorders" "Natural Causes" "Males" 23810 18 2.35990175287969 1.21970237592981 4.56597969566069 30.3177976212467 15.6979755187289 58.5533371170207 12.8470592406023 12.2346147945406 13.4901616359178
"Mood Disorders" "Natural Causes" "Males" 23810 19 2.37122928265335 1.38337962269279 4.06448686873667 33.0499840822758 19.32041677642 56.5361224076598 13.9379115820019 13.3030537068873 14.6030666001991
"Mood Disorders" "Natural Causes" "Males" 23810 20 2.40120993528452 1.54320773365583 3.73624951946681 36.2312095838107 23.3394336103949 56.2438904824736 15.0887304984925 14.4196070648445 15.7889037497564
"Mood Disorders" "Natural Causes" "Males" 23810 21 2.44825935952157 1.69372519810848 3.53892939549989 39.9230771904871 27.6938028860907 57.5526625546292 16.3067189083628 15.5964774495398 17.0493037557146
"Mood Disorders" "Natural Causes" "Males" 23810 22 2.51101426063996 1.83116338871298 3.44327145027118 44.1963499072745 32.3286082670725 60.4207062979493 17.6009951835204 16.8475784792652 18.3881043695141
"Mood Disorders" "Natural Causes" "Males" 23810 23 2.5882078673901 1.95531995358061 3.42594568860867 49.1316829617074 37.2395773060658 64.821419717257 18.9828968456274 18.1882455975713 19.8122667037137
"Mood Disorders" "Natural Causes" "Males" 23810 24 2.67855827344995 2.07019925034727 3.46569269748488 54.8202919323029 42.5118164105953 70.6924488597928 20.4663428366241 19.6354459372 21.3324001118136
"Mood Disorders" "Natural Causes" "Males" 23810 25 2.78066564828933 2.18242473194906 3.54289489776401 61.3644909478394 48.3207489020297 77.9292712727242 22.0682738270206 21.2082524594164 22.9631701450316
"Mood Disorders" "Natural Causes" "Males" 23810 26 2.89291667674381 2.29861003276186 3.64088156725168 68.8780176769632 54.8985372266576 86.4172628046704 23.8091951388283 22.9284491313635 24.7237730694738
"Mood Disorders" "Natural Causes" "Males" 23810 27 3.01339673434032 2.4235373286261 3.74682071997655 77.4860420731714 62.4984801125176 96.0677236527349 25.7138534697905 24.8212279640085 26.6385797360477
"Mood Disorders" "Natural Causes" "Males" 23810 28 3.13981233015153 2.55956776348707 3.85159619886008 87.3247345949632 71.375228847371 106.83831625097 27.8120872882708 26.9159915396799 28.7380161414478
"Mood Disorders" "Natural Causes" "Males" 23810 29 3.2694282527415 2.70669097761435 3.94916197978597 98.5402481420339 81.7760515620261 118.741126753088 30.1399023084254 29.2473071225924 31.0597385035737
"Mood Disorders" "Natural Causes" "Males" 23810 30 3.39902555220078 2.86268385155294 4.03585422059316 111.286948119164 93.9330093273586 131.846992983225 32.7408389287067 31.8560968325026 33.6501530426601
"Mood Disorders" "Natural Causes" "Males" 23810 31 3.52488781350332 3.02319938506485 4.10982952668128 125.724709482642 108.049689924798 146.291049844717 35.6677194096815 34.7912189773169 36.56630164977
"Mood Disorders" "Natural Causes" "Males" 23810 32 3.64282388150621 3.1818368997657 4.17059901236582 142.015091775766 124.280680349736 162.280140688995 38.9848909514249 38.1117200771522 39.878066889078
"Mood Disorders" "Natural Causes" "Males" 23810 33 3.74823499367039 3.33037741350207 4.21852055290086 160.316207271597 142.707244338003 180.097979140259 42.7711196182526 41.8901918936112 43.6705727690371
"Mood Disorders" "Natural Causes" "Males" 23810 34 3.83623286088225 3.45947248946653 4.25402503061447 180.776118369133 163.321778495645 200.095818657045 47.1233433748232 46.2177039502975 48.0467288727614
"Mood Disorders" "Natural Causes" "Males" 23810 35 3.90267136038917 3.56125671173275 4.27681714070851 203.540418507498 186.081504805911 222.637397571666 52.1541271892291 51.203312108588 53.1225983409394
"Mood Disorders" "Natural Causes" "Males" 23810 36 3.94702278294693 3.6342439977166 4.28672066567089 228.805348040343 211.078059841911 248.02145391649 57.969097373569 56.9528016907724 59.003528369892
"Mood Disorders" "Natural Causes" "Males" 23810 37 3.97004363248134 3.67962173479502 4.28338769030661 256.791807632319 238.47451925911 276.516051576252 64.6823640756354 63.5817635521971 65.8020159975332
"Mood Disorders" "Natural Causes" "Males" 23810 38 3.9728876562145 3.69975561242296 4.26618349490515 287.732702859938 268.485966687944 308.359164228911 72.4240723016315 71.2223609992139 73.6460596807489
"Mood Disorders" "Natural Causes" "Males" 23810 39 3.95703607855739 3.69775707865842 4.23449518016628 321.872547269315 301.383337467135 343.754693130421 81.3418277921429 80.0245351140117 82.680804569999
"Mood Disorders" "Natural Causes" "Males" 23810 40 3.92422427291113 3.67699667481852 4.18807453636463 359.466880062019 337.485205487089 382.880303375152 91.6020224795557 90.157210245967 93.069988517312
"Mood Disorders" "Natural Causes" "Males" 23810 41 3.87636868740528 3.64072876321698 4.12726000148904 400.781479490634 377.143387558785 425.901128327921 103.390959893163 101.809378122557 104.997111118405
"Mood Disorders" "Natural Causes" "Males" 23810 42 3.81549724412647 3.5918897222841 4.05302510531396 446.091353491969 420.72882725612 472.982792641295 116.915653439059 115.190881117686 118.666251064758
"Mood Disorders" "Natural Causes" "Males" 23810 43 3.7436857401934 3.53303601443323 3.96689500590209 495.679489936122 468.620500063772 524.300914513766 132.404139753064 130.532683195195 134.302427519504
"Mood Disorders" "Natural Causes" "Males" 23810 44 3.66300205965509 3.46635916545032 3.87080029754917 549.835350166987 521.196793713472 580.047528955931 150.105116298721 148.086390502892 152.151361529826
"Mood Disorders" "Natural Causes" "Males" 23810 45 3.57545931288444 3.39372919793928 3.76692085681281 608.853091295639 578.827639965761 640.436048980287 170.286678721693 168.1227551333 172.478454371473
"Mood Disorders" "Natural Causes" "Males" 23810 46 3.48297839660348 3.31674113053225 3.65754758474618 673.029505017801 641.865832588015 705.706226483699 193.233901672811 190.928868890187 195.566762495059
"Mood Disorders" "Natural Causes" "Males" 23810 47 3.38735994052025 3.23675547755763 3.54497194681493 742.661663588831 710.636547984439 776.130003626843 219.244980347368 216.803740441102 221.713708950405
"Mood Disorders" "Natural Causes" "Males" 23810 48 3.29026519031009 3.15493252134076 3.43140303297695 818.044267025177 785.424829488282 852.018420717299 248.625633409227 246.051968227715 251.226218726815
"Mood Disorders" "Natural Causes" "Males" 23810 49 3.19320507468666 3.07226486474595 3.31890611581362 899.466689619993 866.461979953358 933.728593353282 281.681466921837 278.975300567483 284.413884117476
"Mood Disorders" "Natural Causes" "Males" 23810 50 3.09753651124674 2.98961606226096 3.20935271910816 987.209728459453 953.914009006684 1021.66761234571 318.708020026568 315.862041385536 321.579641490617
"Mood Disorders" "Natural Causes" "Males" 23810 51 3.00446491023318 2.90777502879691 3.1043699417686 1081.54206179114 1047.87885728483 1116.28669983317 359.978263719246 356.974508785214 363.00729368968
"Mood Disorders" "Natural Causes" "Males" 23810 52 2.9150518223666 2.82753226844075 3.00528033647122 1182.71643079265 1148.40261052389 1218.05553457317 405.727411676837 402.534975451919 408.945166568881
"Mood Disorders" "Natural Causes" "Males" 23810 53 2.83022673007065 2.74976767462662 2.91304004244435 1290.96556447078 1255.5227910075 1327.40886950527 456.135033548551 452.710471604834 459.585500845119
"Mood Disorders" "Natural Causes" "Males" 23810 54 2.75080208470831 2.67551327421991 2.8282095185799 1406.49787402182 1369.33221923267 1444.67225837746 511.304641595456 507.596330396304 515.04004434576
"Mood Disorders" "Natural Causes" "Males" 23810 55 2.67736758737992 2.60582014868994 2.7508794885773 1529.52136845674 1490.06000852273 1570.02778625348 571.278062700957 567.234155427882 575.350799666102
"Mood Disorders" "Natural Causes" "Males" 23810 56 2.60964528470488 2.54094720041738 2.68020071840287 1660.42566616636 1618.21884992887 1703.73333185755 636.264888526464 631.838926289353 640.721854142616
"Mood Disorders" "Natural Causes" "Males" 23810 57 2.54706306605892 2.48074401413789 2.61515506054179 1799.73293852681 1754.47504603431 1846.15828953489 706.591431719648 701.744255371128 711.472089095443
"Mood Disorders" "Natural Causes" "Males" 23810 58 2.48910039054156 2.42497731270872 2.55491905912869 1948.04423039729 1899.56821140731 1997.75733284813 782.629835984015 777.330438109791 787.965362146098
"Mood Disorders" "Natural Causes" "Males" 23810 59 2.43528268087105 2.3733492168957 2.4988323224964 2106.05187996576 2054.31160105744 2159.09529928381 864.807973426911 859.033366682976 870.621398317312
"Mood Disorders" "Natural Causes" "Males" 23810 60 2.38517559186342 2.32551849511699 2.44636308675533 2274.55374879804 2219.59999907621 2330.86806556337 953.621090437643 947.35539387682 959.928227574669
"Mood Disorders" "Natural Causes" "Males" 23810 61 2.33838005539393 2.28111896916913 2.3970785203964 2454.46934256863 2396.42210747664 2513.92262440476 1049.64517504625 1042.87804414067 1056.45621718474
"Mood Disorders" "Natural Causes" "Males" 23810 62 2.294528000019 2.23977308763161 2.3506214856963 2646.8581806422 2585.87566276569 2709.27884480707 1153.55235613612 1146.27680412934 1160.87408691648
"Mood Disorders" "Natural Causes" "Males" 23810 63 2.25327865952604 2.20110110027081 2.30669309867266 2852.94085211944 2789.18463560921 2918.15443186472 1266.12873204042 1258.33833762264 1273.96735692482
"Mood Disorders" "Natural Causes" "Males" 23810 64 2.2143153981096 2.1647271153301 2.26503961981259 3074.12329123473 3007.71876370879 3141.99390040671 1388.29513350228 1379.9806098024 1396.65975305413
"Mood Disorders" "Natural Causes" "Males" 23810 65 2.17734299107764 2.13028346986319 2.22544209156322 3312.02491986025 3243.0164785205 3382.50179807279 1521.13145858615 1512.27657520762 1530.03819025812
"Mood Disorders" "Natural Causes" "Males" 23810 66 2.14208530932449 2.09741475664207 2.18770725145939 3568.51144411262 3496.81321096143 3641.67976912371 1665.90538134915 1656.48229074141 1675.38207629489
"Mood Disorders" "Natural Causes" "Males" 23810 67 2.10828336355649 2.06578265059595 2.15165847179847 3845.7332617557 3771.07815295368 3921.86629942691 1824.10644044938 1814.07056721905 1834.19783453612
"Mood Disorders" "Natural Causes" "Males" 23810 68 2.07569367065625 2.03507226093211 2.11712591101262 4146.17064496681 4068.06353907231 4225.77741278464 1997.48676964263 1986.771570203 2008.25975906716
"Mood Disorders" "Natural Causes" "Males" 23810 69 2.04408690981774 2.00499992173845 2.08393588926698 4472.68711890396 4390.37067569813 4556.54693904138 2188.11005413795 2176.62211338999 2199.65862680811
"Mood Disorders" "Natural Causes" "Males" 23810 70 2.01324684033444 1.97532112411725 2.05190072167528 4828.59277288143 4741.03538415498 4917.76717048873 2398.41070461053 2386.02574338045 2410.85995151108
"Mood Disorders" "Natural Causes" "Males" 23810 71 1.98296945631065 1.94583617456223 2.0208113694595 5217.71963379706 5123.6321499903 5313.53488695764 2631.26576014172 2617.82610309252 2644.77441504429
"Mood Disorders" "Natural Causes" "Males" 23810 72 1.9530623562025 1.91639105092918 1.99043538914763 5644.51172118832 5542.39288819294 5748.51209817791 2890.08269667508 2875.39654684568 2904.84385633123
"Mood Disorders" "Natural Causes" "Males" 23810 73 1.92334430707591 1.88687236265278 1.96052122908858 6114.13301617897 6002.3358653983 6228.01245678862 3178.90717417851 3162.74969063804 3195.14720117006
"Mood Disorders" "Natural Causes" "Males" 23810 74 1.89364498487527 1.85719760347452 1.93080764375026 6632.59734641859 6509.40425675206 6758.12191478008 3502.55586416344 3484.67166189934 3520.53185260474
